iter	Passed	Remaining
1094	987844	3522861
1095	988690	3521759
1096	989594	3520863
1097	990528	3520074
1098	991395	3519047
1099	992283	3518096
1100	993198	3517240
1101	994232	3516803
1102	995139	3515920
1103	996037	3515002
1104	996923	3514044
1105	997885	3513350
1106	998764	3512365
1107	999706	3511602
1108	1000740	3511164
1109	1001636	3510237
1110	1002558	3509405
1111	1003493	3508617
1112	1004359	3507588
1113	1005229	3506574
1114	1006139	3505696
1115	1007079	3504927
1116	1008067	3504320
1117	1008987	3503479
1118	1009898	3502605
1119	1010862	3501914
1120	1011763	3501009
1121	1012704	3500240
1122	1013659	3499518
1123	1014551	3498578
1124	1015443	3497639
1125	1016297	3496567
1126	1017151	3495499
1127	1017982	3494352
1128	1018876	3493418
1129	1019728	3492342
1130	1020764	3491900
1131	1021641	3490908
1132	1022546	3490014
1133	1023498	3489282
1134	1024432	3488484
1135	1025290	3487431
1136	1026205	3486570
1137	1027083	3485586
1138	1027999	3484727
1139	1028884	3483766
1140	1029754	3482755
1141	1030630	3481763
1142	1031535	3480868
1143	1032494	3480155
1144	1033336	3479048
1145	1034172	3477922
1146	1035071	3477009
1147	1035914	3475909
1148	1036748	3474777
1149	1037655	3473891
1150	1038500	3472797
1151	1039395	3471870
1152	1040247	3470799
1153	1041064	3469614
1154	1041937	3468614
1155	1042843	3467724
1156	1043682	3466612
1157	1044573	3465675
1158	1045410	3464556
1159	1046277	3463539
1160	1047183	3462651
1161	1048134	3461911
1162	1049040	3461021
1163	1049931	3460083
1164	1050773	3458984
1165	1051623	3457911
1166	1052504	3456939
1167	1053415	3456069
1168	1054323	3455186
1169	1055237	3454325
1170	1056105	3453311
1171	1056947	3452213
1172	1057786	3451108
1173	1058646	3450067
1174	1059488	3448973
1175	1060335	3447893
1176	1061207	3446895
1177	1062111	3446002
1178	1062991	3445030
1179	1063897	3444141
1180	1064768	3443140
1181	1065656	3442197
1182	1066515	3441159
1183	1067398	3440196
1184	1068357	3439480
1185	1069295	3438694
1186	1070185	3437756
1187	1071009	3436607
1188	1071847	3435499
1189	1072710	3434477
1190	1073555	3433395
1191	1074423	3432387
1192	1075274	3431325
1193	1076115	3430230
1194	1076964	3429162
1195	1077837	3428172
1196	1078730	3427244
1197	1079617	3426298
1198	1080537	3425458
1199	1081404	3424448
1200	1082320	3423592
1201	1083266	3422835
1202	1084140	3421845
1203	1084973	3420731
1204	1085909	3419939
1205	1086775	3418928
1206	1087643	3417921
1207	1088520	3416943
1208	1089400	3415976
1209	1090270	3414980
1210	1091139	3413978
1211	1092030	3413046
1212	1092874	3411965
1213	1093756	3411007
1214	1094626	3410010
1215	1095517	3409075
1216	1096351	3407967
1217	1097232	3407005
1218	1098119	3406062
1219	1099149	3405562
1220	1100104	3404828
1221	1100954	3403767
1222	1101877	3402937
1223	1102760	3401980
1224	1103622	3400958
1225	1104531	3400082
1226	1105393	3399061
1227	1106232	3397972
1228	1107100	3396968
1229	1108040	3396187
1230	1108893	3395141
1231	1109729	3394042
1232	1110610	3393081
1233	1111471	3392060
1234	1112327	3391022
1235	1113269	3390248
1236	1114139	3389255
1237	1115008	3388256
1238	1115876	3387258
1239	1116737	3386235
1240	1117596	3385210
1241	1118475	3384243
1242	1119307	3383136
1243	1120156	3382080
1244	1121023	3381080
